,CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,lname,sorted_date
77454,41385488,INAKAYA,MANHATTAN,620,8 AVENUE,10018.0,2123542195,Japanese,08/15/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13.0,A,08/15/2016,08/28/2017,Cycle Inspection / Initial Inspection,inakaya,2016-08-15
241297,41385488,INAKAYA,MANHATTAN,620,8 AVENUE,10018.0,2123542195,Japanese,08/15/2016,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,13.0,A,08/15/2016,08/28/2017,Cycle Inspection / Initial Inspection,inakaya,2016-08-15
325889,41385488,INAKAYA,MANHATTAN,620,8 AVENUE,10018.0,2123542195,Japanese,08/15/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,08/15/2016,08/28/2017,Cycle Inspection / Initial Inspection,inakaya,2016-08-15
178683,50045254,JUE LAN CLUB,MANHATTAN,49,W 20TH ST,10011.0,6465247409,Asian,06/11/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,44.0,,,08/28/2017,Pre-permit (Operational) / Initial Inspection,jue lan club,2016-06-11
199074,50045254,JUE LAN CLUB,MANHATTAN,49,W 20TH ST,10011.0,6465247409,Asian,06/11/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,44.0,,,08/28/2017,Pre-permit (Operational) / Initial Inspection,jue lan club,2016-06-11
234830,50045254,JUE LAN CLUB,MANHATTAN,49,W 20TH ST,10011.0,6465247409,Asian,06/11/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,44.0,,,08/28/2017,Pre-permit (Operational) / Initial Inspection,jue lan club,2016-06-11
260679,50045254,JUE LAN CLUB,MANHATTAN,49,W 20TH ST,10011.0,6465247409,Asian,06/11/2016,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,44.0,,,08/28/2017,Pre-permit (Operational) / Initial Inspection,jue lan club,2016-06-11
270734,50045254,JUE LAN CLUB,MANHATTAN,49,W 20TH ST,10011.0,6465247409,Asian,06/11/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,44.0,,,08/28/2017,Pre-permit (Operational) / Initial Inspection,jue lan club,2016-06-11
314643,50045254,JUE LAN CLUB,MANHATTAN,49,W 20TH ST,10011.0,6465247409,Asian,06/11/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,44.0,,,08/28/2017,Pre-permit (Operational) / Initial Inspection,jue lan club,2016-06-11
358771,50045254,JUE LAN CLUB,MANHATTAN,49,W 20TH ST,10011.0,6465247409,Asian,06/11/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,44.0,,,08/28/2017,Pre-permit (Operational) / Initial Inspection,jue lan club,2016-06-11
379780,50045254,JUE LAN CLUB,MANHATTAN,49,W 20TH ST,10011.0,6465247409,Asian,06/11/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,44.0,,,08/28/2017,Pre-permit (Operational) / Initial Inspection,jue lan club,2016-06-11
105679,50045254,JUE LAN CLUB,MANHATTAN,49,W 20TH ST,10011.0,6465247409,Asian,09/29/2016,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,,,,08/28/2017,Smoke-Free Air Act / Re-inspection,jue lan club,2016-09-29
143563,50045254,JUE LAN CLUB,MANHATTAN,49,W 20TH ST,10011.0,6465247409,Asian,09/29/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11.0,A,09/29/2016,08/28/2017,Pre-permit (Operational) / Re-inspection,jue lan club,2016-09-29
189328,50045254,JUE LAN CLUB,MANHATTAN,49,W 20TH ST,10011.0,6465247409,Asian,09/29/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11.0,A,09/29/2016,08/28/2017,Pre-permit (Operational) / Re-inspection,jue lan club,2016-09-29
273731,50045254,JUE LAN CLUB,MANHATTAN,49,W 20TH ST,10011.0,6465247409,Asian,09/29/2016,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,,,08/28/2017,Administrative Miscellaneous / Re-inspection,jue lan club,2016-09-29
312150,50045254,JUE LAN CLUB,MANHATTAN,49,W 20TH ST,10011.0,6465247409,Asian,09/29/2016,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,,,,08/28/2017,Trans Fat / Re-inspection,jue lan club,2016-09-29
326360,50045254,JUE LAN CLUB,MANHATTAN,49,W 20TH ST,10011.0,6465247409,Asian,09/29/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,09/29/2016,08/28/2017,Pre-permit (Operational) / Re-inspection,jue lan club,2016-09-29
9809,50045254,JUE LAN CLUB,MANHATTAN,49,W 20TH ST,10011.0,6465247409,Asian,07/21/2017,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,36.0,,,08/28/2017,Cycle Inspection / Initial Inspection,jue lan club,2017-07-21
27311,50045254,JUE LAN CLUB,MANHATTAN,49,W 20TH ST,10011.0,6465247409,Asian,07/21/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,36.0,,,08/28/2017,Cycle Inspection / Initial Inspection,jue lan club,2017-07-21
186506,50045254,JUE LAN CLUB,MANHATTAN,49,W 20TH ST,10011.0,6465247409,Asian,07/21/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,36.0,,,08/28/2017,Cycle Inspection / Initial Inspection,jue lan club,2017-07-21
294623,50045254,JUE LAN CLUB,MANHATTAN,49,W 20TH ST,10011.0,6465247409,Asian,07/21/2017,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,36.0,,,08/28/2017,Cycle Inspection / Initial Inspection,jue lan club,2017-07-21
302138,50045254,JUE LAN CLUB,MANHATTAN,49,W 20TH ST,10011.0,6465247409,Asian,07/21/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,36.0,,,08/28/2017,Cycle Inspection / Initial Inspection,jue lan club,2017-07-21
361848,50045254,JUE LAN CLUB,MANHATTAN,49,W 20TH ST,10011.0,6465247409,Asian,07/21/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,36.0,,,08/28/2017,Cycle Inspection / Initial Inspection,jue lan club,2017-07-21
150261,41168754,KELLARI TAVERNA,MANHATTAN,19,WEST   44 STREET,10036.0,2122210144,Greek,09/26/2013,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,25.0,,,08/28/2017,Cycle Inspection / Initial Inspection,kellari taverna,2013-09-26
173872,41168754,KELLARI TAVERNA,MANHATTAN,19,WEST   44 STREET,10036.0,2122210144,Greek,09/26/2013,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,25.0,,,08/28/2017,Cycle Inspection / Initial Inspection,kellari taverna,2013-09-26
263578,41168754,KELLARI TAVERNA,MANHATTAN,19,WEST   44 STREET,10036.0,2122210144,Greek,09/26/2013,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,25.0,,,08/28/2017,Cycle Inspection / Initial Inspection,kellari taverna,2013-09-26
346498,41168754,KELLARI TAVERNA,MANHATTAN,19,WEST   44 STREET,10036.0,2122210144,Greek,09/26/2013,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,25.0,,,08/28/2017,Cycle Inspection / Initial Inspection,kellari taverna,2013-09-26
4832,41168754,KELLARI TAVERNA,MANHATTAN,19,WEST   44 STREET,10036.0,2122210144,Greek,10/29/2013,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,12.0,A,10/29/2013,08/28/2017,Cycle Inspection / Re-inspection,kellari taverna,2013-10-29
7852,41168754,KELLARI TAVERNA,MANHATTAN,19,WEST   44 STREET,10036.0,2122210144,Greek,10/29/2013,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,12.0,A,10/29/2013,08/28/2017,Cycle Inspection / Re-inspection,kellari taverna,2013-10-29
333054,41168754,KELLARI TAVERNA,MANHATTAN,19,WEST   44 STREET,10036.0,2122210144,Greek,10/29/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,10/29/2013,08/28/2017,Cycle Inspection / Re-inspection,kellari taverna,2013-10-29
24770,41168754,KELLARI TAVERNA,MANHATTAN,19,WEST   44 STREET,10036.0,2122210144,Greek,04/21/2014,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,26.0,,,08/28/2017,Cycle Inspection / Initial Inspection,kellari taverna,2014-04-21
36838,41168754,KELLARI TAVERNA,MANHATTAN,19,WEST   44 STREET,10036.0,2122210144,Greek,04/21/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,26.0,,,08/28/2017,Cycle Inspection / Initial Inspection,kellari taverna,2014-04-21
107192,41168754,KELLARI TAVERNA,MANHATTAN,19,WEST   44 STREET,10036.0,2122210144,Greek,04/21/2014,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,26.0,,,08/28/2017,Cycle Inspection / Initial Inspection,kellari taverna,2014-04-21
132547,41168754,KELLARI TAVERNA,MANHATTAN,19,WEST   44 STREET,10036.0,2122210144,Greek,04/21/2014,Violations were cited in the following area(s).,08B,"Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",Not Critical,26.0,,,08/28/2017,Cycle Inspection / Initial Inspection,kellari taverna,2014-04-21
160597,41168754,KELLARI TAVERNA,MANHATTAN,19,WEST   44 STREET,10036.0,2122210144,Greek,04/21/2014,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,,,,08/28/2017,Trans Fat / Initial Inspection,kellari taverna,2014-04-21
301078,41168754,KELLARI TAVERNA,MANHATTAN,19,WEST   44 STREET,10036.0,2122210144,Greek,04/21/2014,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,26.0,,,08/28/2017,Cycle Inspection / Initial Inspection,kellari taverna,2014-04-21
